ID	Name	In playlist	Owner	Release date	Duration	Play	Like	Repost	Number comment	Link
6_825	The Voyagers ft Haris - A Lot Like Love (Oliver Heldens Edit)	Deep House 2014 (Top 40)	Spinnin' Deep	4 September 2014	3:19	5.48M	101K	20.6K	955	https://soundcloud.com/spinnin-deep/the-voyagers-a-lot-like-love-oliver-heldens-edit-available-september-15?in=officialdigitalrecords/sets/deep-house-2014-top-20
9_826	Method man - Release one	Wu Tang Clan (Rza, Gza, Raekwon, Ghostace Killa, Method Man, Ol' Dirty, Ugod...) *CloudPlaylist*	TOKYO CIGAR	14 November 2012	3:44	24.2K	196	16	3	https://soundcloud.com/tokyo-cigar/method-man-release-one?in=officialdigitalrecords/sets/wutangclancloudradio
2_827	One Hour of Natural Sounds of the Oasis for Meditation, Sleep & Relaxation	14 Hours of Nature Sounds Playlist for Meditation, Sleep & Relaxation	Juan Sánchez Music	14 April 2016	59:39	1,742	12	1	0	https://soundcloud.com/juansanchezcomposer/one-hour-of-natural-sounds-of-the-oasis-for-meditation-sleep-relaxation?in=juansanchezcomposer/sets/15-hours-of-nature-sounds
9_828	PROJECT: Wu-Tang Clan MASH	Wu Tang Clan (Rza, Gza, Raekwon, Ghostace Killa, Method Man, Ol' Dirty, Ugod...) *CloudPlaylist*	Nameless ID	15 June 2012	3:01	1,260	12	1	0	https://soundcloud.com/nameless-id/project-wu-tang-clan-mash?in=officialdigitalrecords/sets/wutangclancloudradio
1_829	serenade to chicha (rough)	jazzhip 7	kennytheking	19 August 2018	2:14	1.64M	8,785	396	986	https://soundcloud.com/kenny_the_king/serenade-to-chicha-rough?in=yourparadis/sets/jazzhip7c
2_830	One Hour of Natural Sounds of the Jungle for Meditation, Sleep & Relaxation	14 Hours of Nature Sounds Playlist for Meditation, Sleep & Relaxation	Juan Sánchez Music	15 April 2016	1:00:03	42K	896	38	13	https://soundcloud.com/juansanchezcomposer/one-hour-of-natural-sounds-of-the-jungle-for-meditation-sleep-relaxation?in=juansanchezcomposer/sets/15-hours-of-nature-sounds
6_831	Redondo & Boiler - Sunshine (Brighten Up My Days)	Deep House 2014 (Top 40)	Spinnin' Deep	24 November 2014	5:00	803K	13.5K	2,496	163	https://soundcloud.com/spinnin-deep/redondo-boiler-sunshine-original-mixout-now?in=officialdigitalrecords/sets/deep-house-2014-top-20
3_832	Tiësto - Live at Tomorrowland 2017	Tiësto Live Sets	Tiësto	22 July 2017	1:00:56	1M	26.2K	2,326	429	https://soundcloud.com/tiesto/tomorrowland-2017?in=tiesto/sets/tiesto-live
9_833	Jason McMullen Presents Summer Sessions 006 (28mm Guest Mix) // April 2021	28mm - Guest Mixes	Jason McMullen	16 April 2021	1:02:34	177	10	5	0	https://soundcloud.com/jason-mcmullen-music/jason-mcmullen-presents-summer-sessions-006-28mm-guest-mix-april-2021?in=its28mm/sets/28mm-guest-mixes
2_834	One Hour of Relaxing Tranquil Calm Countryside Sounds for Meditation, Sleep & Relaxation	14 Hours of Nature Sounds Playlist for Meditation, Sleep & Relaxation	Juan Sánchez Music	16 April 2016	1:00:03	8,870	96	3	0	https://soundcloud.com/juansanchezcomposer/one-hour-of-relaxing-tranquil-calm-countryside-sounds-for-meditation-sleep-relaxation?in=juansanchezcomposer/sets/15-hours-of-nature-sounds
4_835	South Park Mexican (SPM) - Hustle Town	"""Crunk off da Dirty South"" (The Mixtape - Vol.04) by DJ MTK"	pimp boiiii	17 June 2010	4:29	4.18M	49.2K	2,437	455	https://soundcloud.com/joenifong/south-park-mexican-spm-hustle-town?in=officialdigitalrecords/sets/westcoast-crunk-off-da-dirty
9_836	Focus Series | 28mm	28mm - Guest Mixes	Kaizen Flō	1 February 2021	1:00:32	774	53	19	8	https://soundcloud.com/kaizenflo/focus-series-28mm?in=its28mm/sets/28mm-guest-mixes
2_837	One Hour of Relaxing Fire Crackling Sound for Meditation, Sleep & Relaxation	14 Hours of Nature Sounds Playlist for Meditation, Sleep & Relaxation	Juan Sánchez Music	17 April 2016	1:00:03	33.4K	345	11	11	https://soundcloud.com/juansanchezcomposer/one-hour-of-relaxing-fire-crackling-sound-for-meditation-sleep-relaxation?in=juansanchezcomposer/sets/15-hours-of-nature-sounds
1_838	august,	jazzhip 7	ameba.	15 August 2014	1:54	1.5M	15.1K	591	236	https://soundcloud.com/amebaa/august?in=yourparadis/sets/jazzhip7c
5_839	Sail	EDM {2015}	AWOLNATION	5 March 2011	4:19	27.6M	381K	49.4K	12,020	https://soundcloud.com/awolnation/10-sail?in=officialdigitalrecords/sets/top-10-edm-singles-on
3_840	Tiësto - Live at EDC 2017	Tiësto Live Sets	Tiësto	19 June 2017	1:28:09	722K	18.6K	2,030	165	https://soundcloud.com/tiesto/full-set-edc-2017?in=tiesto/sets/tiesto-live
4_841	Tela Ft. 8ball&MJG- Sho Nuff	"""Crunk off da Dirty South"" (The Mixtape - Vol.04) by DJ MTK"	Cleveland2Cleveland (EN)	7 January 2012	5:07	626K	8,545	699	95	https://soundcloud.com/mr-cornelius800/tela-ft-8ball-mjg-sho-nuff?in=officialdigitalrecords/sets/westcoast-crunk-off-da-dirty
9_842	EDMID Fall Frequencies 2019 || 28mm	28mm - Guest Mixes	EDM Identity	16 December 2019	1:00:00	210	15	3	0	https://soundcloud.com/edmidentity/edmid-fall-frequencies-2019-28mm?in=its28mm/sets/28mm-guest-mixes
2_843	One Hour of Torrential Rain Sounds for Meditation, Sleep & Relaxation	14 Hours of Nature Sounds Playlist for Meditation, Sleep & Relaxation	Juan Sánchez Music	18 April 2016	59:44	180K	977	24	41	https://soundcloud.com/juansanchezcomposer/one-hour-of-torrential-rain-sounds-for-meditation-sleep-relaxation?in=juansanchezcomposer/sets/15-hours-of-nature-sounds
5_844	Davido - Skelewu (Major lazer x Wiwek remix)	EDM {2015}	Major Lazer	27 April 2014	3:37	1.96M	28.6K	6,405	560	https://soundcloud.com/majorlazer/davido-skelewu-major-lazer-x-wiwek-remix?in=officialdigitalrecords/sets/top-10-edm-singles-on
9_845	LAMP Weekly Mix #314 feat 28mm	28mm - Guest Mixes	LAMP	25 March 2020	59:55	656	33	6	3	https://soundcloud.com/lamp/lamp-weekly-mix-314-feat-28mm?in=its28mm/sets/28mm-guest-mixes
7_846	Adele - Easy On Me (BLVD. Remix)	BLVD. Remixes	BLVD.	22 October 2021	4:35	156K	4,901	481	563	https://soundcloud.com/blvdmusic/easy-on-me-blvd-remix?in=blvdmusic/sets/blvd-remixes
2_847	Tropical Storm Sounds for Meditation, Sleep & Relaxation	14 Hours of Nature Sounds Playlist for Meditation, Sleep & Relaxation	Juan Sánchez Music	19 April 2016	59:42	23K	174	3	1	https://soundcloud.com/juansanchezcomposer/one-hour-of-tropical-storm-sounds-for-meditation-sleep-relaxation?in=juansanchezcomposer/sets/15-hours-of-nature-sounds
5_848	Proto x Kristian ft. Yashar Gasanov - Oh Me Oh My (DJ Snake Cover)	Remixes	Proto	26 March 2017	3:22	20.1K	349	93	23	https://soundcloud.com/officialproto/proto-x-kristian-ft-yashar-gasanov-oh-me-oh-my-dj-snake-cover-1?in=officialproto/sets/remixes
9_849	Live @ Output Brooklyn - The Panther Room [Deep Tech Set]	28mm - Guest Mixes	28mm	21 October 2018	53:19	662	40	6	2	https://soundcloud.com/its28mm/loutput-deep-tech?in=its28mm/sets/28mm-guest-mixes
2_850	Tropical Waves Sounds for Meditation, Sleep & Relaxation	14 Hours of Nature Sounds Playlist for Meditation, Sleep & Relaxation	Juan Sánchez Music	20 April 2016	59:44	1,837	24	3	1	https://soundcloud.com/juansanchezcomposer/one-hour-of-tropical-waves-sounds-for-meditation-sleep-relaxation?in=juansanchezcomposer/sets/15-hours-of-nature-sounds
5_851	Migos - T-Shirt (Proto Remix)	Remixes	Proto	5 February 2017	3:03	8,939	188	34	15	https://soundcloud.com/officialproto/migos-tshirt-protoremix?in=officialproto/sets/remixes
4_852	Huey - Pop Lock And Drop It	"""Crunk off da Dirty South"" (The Mixtape - Vol.04) by DJ MTK"	dru08	24 April 2012	4:20	2.39M	32.6K	3,049	432	https://soundcloud.com/dru08/huey-pop-lock-and-drop-it?in=officialdigitalrecords/sets/westcoast-crunk-off-da-dirty
9_853	🌌 Deep Space #003 (Guest Mix By 28mm) 🌌	28mm - Guest Mixes	Anakim	18 July 2017	57:51	1,357	79	15	4	https://soundcloud.com/anakim/deep-space-003?in=its28mm/sets/28mm-guest-mixes
2_854	One Hour of Woodland Bridleway Sounds for Meditation, Sleep & Relaxation	14 Hours of Nature Sounds Playlist for Meditation, Sleep & Relaxation	Juan Sánchez Music	21 April 2016	59:43	1,206	14	2,698	0	https://soundcloud.com/juansanchezcomposer/one-hour-of-woodland-bridleway-sounds-for-meditation-sleep-relaxation?in=juansanchezcomposer/sets/15-hours-of-nature-sounds
1_855	Future James - Pure Imagination	jazzhip 7	zer0	30 June 2017	4:31	1.84M	25.6K	628	481	https://soundcloud.com/yueunseo/future-james-pure-imagination?in=yourparadis/sets/jazzhip7c
9_856	Sonic Cocktails 062 - 28mm	28mm - Guest Mixes	Divine Species	4 June 2018	53:41	408	33	14	10	https://soundcloud.com/divinespecies/sonic-cocktails-062-28mm?in=its28mm/sets/28mm-guest-mixes
2_857	"Peaceful Piano + Rain Sounds for Relaxation: Juan Sánchez ""Rebirth"""	14 Hours of Nature Sounds Playlist for Meditation, Sleep & Relaxation	Juan Sánchez Music	2 June 2020	30:02	363	14	2	3	https://soundcloud.com/juansanchezcomposer/peaceful-piano-rain-sounds-for-relaxation-juan-sanchez-rebirth?in=juansanchezcomposer/sets/15-hours-of-nature-sounds
5_858	Sam Feldt x Lucas & Steve feat. Wulf - Summer On You (Proto Remix)	Remixes	Proto	10 November 2016	3:26	30.3K	427	128	66	https://soundcloud.com/officialproto/sam-feldt-x-lucas-steve-feat-wulf-summer-on-you-proto-remix?in=officialproto/sets/remixes
4_859	Bone Thugs N Harmony - Crossroads	"""Crunk off da Dirty South"" (The Mixtape - Vol.04) by DJ MTK"	haz chan lunas	16 February 2013	4:43	6.88M	108K	9,081	1,339	https://soundcloud.com/huzzygurl_18/bone-thugs-n-harmony?in=officialdigitalrecords/sets/westcoast-crunk-off-da-dirty
7_860	Tiesto - The Business (BLVD. Remix)	BLVD. Remixes	BLVD.	5 December 2020	4:11	320K	7,042	807	380	https://soundcloud.com/blvdmusic/tiesto-the-business-blvd-remix?in=blvdmusic/sets/blvd-remixes
9_861	Krafted Radio WK 153 Part 2 with Special Guest 28mm	28mm - Guest Mixes	Krafted	12 April 2018	1:00:00	276	24	7	1	https://soundcloud.com/kraftedofficial/krafted-radio-wk-153-part-2-with-special-guest-28mm?in=its28mm/sets/28mm-guest-mixes
3_862	Tiësto - Live at Ultra Music Festival 2017	Tiësto Live Sets	Tiësto	26 March 2017	1:30:34	1.77M	43.1K	4,499	565	https://soundcloud.com/tiesto/ultra2017?in=tiesto/sets/tiesto-live
5_863	Gnash - I Hate U, I Love U (ft. Olivia O'brien) (Proto & Vid Herflex Remix)	Remixes	FuturesClassics	5 September 2016	4:33	24K	620	276	37	https://soundcloud.com/futuresclassics/gnash-i-hate-u-i-love-u-ft-olivia-obrien-proto-vid-herflex-remix?in=officialproto/sets/remixes
9_864	28mm [Interview & Guest Mix]	28mm - Guest Mixes	DEEP END THEORY	4 November 2017	1:02:47	399	12	6	0	https://soundcloud.com/deependtheory/interview-guest-mix-with-28mm?in=its28mm/sets/28mm-guest-mixes
7_865	Ekali Ft. Wafia - Be Fine (BLVD. Remix)	BLVD. Remixes	BLVD.	17 September 2020	3:39	95.3K	2,998	485	96	https://soundcloud.com/blvdmusic/ekali-ft-wafia-be-fine-blvd-remix?in=blvdmusic/sets/blvd-remixes
1_866	h e r s m i l e	jazzhip 7	4 20	27 April 2017	2:09	1.42M	13K	348	311	https://soundcloud.com/highalchemy/h-e-r-s-m-i-l-e?in=yourparadis/sets/jazzhip7c
5_867	Matoma - Running Out (Proto x Natio Remix)	Remixes	Proto	30 April 2016	3:22	20.5K	390	108	23	https://soundcloud.com/officialproto/matoma-running-out-proto-natio-remix?in=officialproto/sets/remixes
9_868	Subdrive Podcast - Episode 28 - September 2017 - 28mm	28mm - Guest Mixes	Subdrive	8 September 2017	55:55	610	22	11	0	https://soundcloud.com/subdrive/subdrive-podcast-episode-28-september-2017-28mm?in=its28mm/sets/28mm-guest-mixes
4_869	Lil Jon And The Eastside Boyz - Bia Bia (Remix) (feat. Ludacris, Big Kap, Too Short & Chyna Whyte)	"""Crunk off da Dirty South"" (The Mixtape - Vol.04) by DJ MTK"	jacobg1496	2 April 2010	5:02	2.49M	29.3K	1,568	179	https://soundcloud.com/jacobg1496/lil-jon-and-the-eastside-boyz-bia-bia-remix-feat-ludacris-big-kap-too-short-chyna-whyte?in=officialdigitalrecords/sets/westcoast-crunk-off-da-dirty
4_870	04- Ecstasy	"""Crunk off da Dirty South"" (The Mixtape - Vol.04) by DJ MTK"	Ricky Grits	9 December 2011	6:30	39.8K	519	22	7	https://soundcloud.com/ricky-grits/04-ecstasy?in=officialdigitalrecords/sets/westcoast-crunk-off-da-dirty
7_871	Khia - My Neck, My Back (BENZI x BLVD. REMIX)	BLVD. Remixes	BENZI	21 August 2020	3:29	77.6K	3,278	399	54	https://soundcloud.com/benzi/myneck?in=blvdmusic/sets/blvd-remixes
1_872	Warmy (Now On Spotify)	jazzhip 7	Somar	30 December 2016	2:32	36.5K	1.3M	10.7K	Comment	https://soundcloud.com/leinahtansomar/warmy?in=yourparadis/sets/jazzhip7c
4_873	Walk It Out (Remix feat. Lil Wayne & Eminem)	"""Crunk off da Dirty South"" (The Mixtape - Vol.04) by DJ MTK"	tastytunez	7 May 2010	2:53	633K	9,539	435	48	https://soundcloud.com/tastytunez/walk-it-out-remix-feat-lil-wayne-eminem?in=officialdigitalrecords/sets/westcoast-crunk-off-da-dirty
5_874	Mike Posner - I Took A Pill In Ibiza (Proto x Grace Grundy Remix)	Remixes	Proto	6 April 2016	4:26	100K	1,117	379	142	https://soundcloud.com/officialproto/mike-posner-i-took-a-pill-in-ibiza-proto-x-grace-grundy-remix?in=officialproto/sets/remixes
7_875	Two Friends ft. Sam Vesso - Looking At You (BLVD. Remix)	BLVD. Remixes	Two Friends	25 July 2020	3:30	64.6K	1,902	171	164	https://soundcloud.com/two-friends/lookingatyou-blvd?in=blvdmusic/sets/blvd-remixes
3_876	Tiësto presents Clublife 500 (Live Set)	Tiësto Live Sets	Tiësto	28 October 2016	2:10:39	678K	16.3K	2,167	473	https://soundcloud.com/tiesto/tiesto-live-at-clublife-500?in=tiesto/sets/tiesto-live
4_877	Goodie Mob-dey Dnt Dance No Mo	"""Crunk off da Dirty South"" (The Mixtape - Vol.04) by DJ MTK"	Stick Dorsey	10 August 2013	4:37	62.1K	685	52	17	https://soundcloud.com/angelus-dorsey/goodie-mob-dey-dnt-dance-no-mo?in=officialdigitalrecords/sets/westcoast-crunk-off-da-dirty
1_878	growatnight	jazzhip 7	Ampoff	9 October 2017	2:29	1.2M	7,930	206	139	https://soundcloud.com/itsampoff/grow-at-nght?in=yourparadis/sets/jazzhip7c
5_879	Yellow Claw ft. Ty Dolla $ign & Tyga - In My Room (Proto Remix)	Remixes	Proto	4 March 2016	3:46	118K	2,067	598	49	https://soundcloud.com/officialproto/yellow-claw-ft-ty-dolla-ign-tyga-in-my-room-proto-remix-1?in=officialproto/sets/remixes
9_880	Said The Sky - Show & Tell (feat. Claire Ridgely)	Said The Sky - Show & Tell (feat. Claire Ridgely)	Said The Sky	29 May 2017	3:05	1.9M	36.9K	5,629	298	https://soundcloud.com/said-the-sky/show-and-tell?in=mrsuicidesheep/sets/said-the-sky-show-tell-feat
5_881	Otto Knows & Eminem - The Real Slim Shady (Proto Remix)	Remixes	Proto	1 October 2015	4:55	152K	1,903	172	16	https://soundcloud.com/officialproto/otto-knows-eminem-the-real-slim-shady-proto-remix?in=officialproto/sets/remixes
4_882	David Zowie - House Every Weekend (SAINT WKND Remix)	Fall Enjoyment pt.5	DEFEATED YOUTH	20 October 2015	4:48	196K	4,460	975	44	https://soundcloud.com/defeated-youth/david-zowie-house-every-weekend-saint-wknd-remix-1?in=egemannen/sets/fall-enjoyment-pt-5
7_883	Marshmello x Halsey - Be Kind [BLVD. Remix]	BLVD. Remixes	BLVD.	10 July 2020	3:39	224K	5,916	851	193	https://soundcloud.com/blvdmusic/marshmello-halsey-be-kind-blvd-remix?in=blvdmusic/sets/blvd-remixes
3_884	Tiësto - Live at Tomorrowland 2016	Tiësto Live Sets	Tiësto	27 July 2016	58:19	727K	17.9K	1,982	324	https://soundcloud.com/tiesto/tiesto-live-at-tomorrowland-2016?in=tiesto/sets/tiesto-live
9_885	Steve Aoki - Ladi Dadi feat Wynter Gordon (Angger Dimas remix)	Steve Aoki - Ladi Dadi (Remixes)	Steve Aoki	10 January 2012	4:08	86.8K	306	42	39	https://soundcloud.com/steveaoki/steve-aoki-ladi-dadi-feat-1?in=steveaoki/sets/steve-aoki-ladi-dadi-remixes
1_886	Pal	jazzhip 7	Soulitune	21 June 2018	2:28	1.3M	10.7K	293	196	https://soundcloud.com/soulitunehere/pal?in=yourparadis/sets/jazzhip7c
4_887	Tell Me Why The Heart Is So Powerful? (Kyco Bootleg) 🔋	Fall Enjoyment pt.5	Kyco ➋	21 October 2015	4:02	15.7K	502	169	29	https://soundcloud.com/hikyco/whypowerful?in=egemannen/sets/fall-enjoyment-pt-5
5_888	Ed Sheeran - Thinking Out Loud (Proto Remix)	Remixes	Proto	1 August 2015	4:53	135K	1,834	332	63	https://soundcloud.com/officialproto/ed-sheeran-thinking-out-loud-proto-remix?in=officialproto/sets/remixes
9_889	Steve Aoki - Ladi Dadi feat Wynter Gordon (Autoerotique remix)	Steve Aoki - Ladi Dadi (Remixes)	Steve Aoki	10 January 2012	5:41	17.7K	158	15	15	https://soundcloud.com/steveaoki/steve-aoki-ladi-dadi-feat-2?in=steveaoki/sets/steve-aoki-ladi-dadi-remixes
7_890	Benzi ft. Bhad Bhabie, Rich The Kid, & 24hrs - Whatcha Gon Do (BLVD. Remix)	BLVD. Remixes	BLVD.	10 July 2019	3:09	20.6K	879	109	26	https://soundcloud.com/blvdmusic/benzi-ft-bhad-bhabie-rich-the-kid-24hrs-whatcha-gon-do-blvd-remix-1?in=blvdmusic/sets/blvd-remixes
2_891	I fall in love, too easily	feels	Caleb Belkin	22 February 2016	2:19	5.99M	102K	7,144	981	https://soundcloud.com/calebxbelkin/i-fall-in-love-too-easily-1?in=awk-v/sets/feels
5_892	Matisyahu - One Day (Proto Remix)	Remixes	Proto	13 June 2015	3:57	163K	2,402	436	31	https://soundcloud.com/officialproto/matisyahu-one-day-proto-remix-1?in=officialproto/sets/remixes
9_893	Steve Aoki - Ladi Dadi feat Wynter Gordon (Pixel Cheese remix)	Steve Aoki - Ladi Dadi (Remixes)	Steve Aoki	10 January 2012	6:31	14.3K	122	20	15	https://soundcloud.com/steveaoki/steve-aoki-ladi-dadi-feat-3?in=steveaoki/sets/steve-aoki-ladi-dadi-remixes
4_894	Hit Refresh	Fall Enjoyment pt.5	jackLNDN	31 October 2015	5:35	325K	6,550	1,491	136	https://soundcloud.com/jacklndn/hit-refresh-1?in=egemannen/sets/fall-enjoyment-pt-5
5_895	banks - gemini feed (proto remix)	Remixes	Proto	13 October 2017	3:25	8,628	170	17	4	https://soundcloud.com/officialproto/banks-gemini-feed-proto-remix?in=officialproto/sets/remixes
1_896	Tiësto & Moska - Acordeão	Together EP	Musical Freedom	9 August 2019	2:11	175K	4,520	512	118	https://soundcloud.com/musical-freedom/acordeao?in=tiesto/sets/together-ep
7_897	Perfect Instance	UNTITLED EP	City of the Sun	20 May 2017	4:13	51K	804	66	11	https://soundcloud.com/cityofthesun/perfect-instance?in=cityofthesun/sets/untitled-ep
9_898	Steve Aoki - Ladi Dadi feat Wynter Gordon (Tommy Trash instrumental	Steve Aoki - Ladi Dadi (Remixes)	Steve Aoki	10 January 2012	5:00	85.7K	531	78	30	https://soundcloud.com/steveaoki/steve-aoki-ladi-dadi-feat-4?in=steveaoki/sets/steve-aoki-ladi-dadi-remixes
3_899	Tiësto - Live at EDC Las Vegas 2016	Tiësto Live Sets	Tiësto	24 June 2016	1:11:25	780K	19.8K	2,295	349	https://soundcloud.com/tiesto/tiesto-live-at-edc-las-vegas-2016?in=tiesto/sets/tiesto-live
4_900	AirDice Feat. Nicole S. - I Got A Feeling (Radio Version) *OUT NOW*	Fall Enjoyment pt.5	AIRDICE	28 October 2015	3:05	53.6K	1,015	191	53	https://soundcloud.com/airdice/airdice-feat-nicole-s-i-got-a-feeling-radio-version?in=egemannen/sets/fall-enjoyment-pt-5
7_901	Firefly	UNTITLED EP	City of the Sun	11 December 2017	5:48	38.9K	683	53	12	https://soundcloud.com/cityofthesun/firefly?in=cityofthesun/sets/untitled-ep
5_902	A.C.E - Fav Boyz (feat. Thutmose) [Steve Aoki's Gold Star Remix]	A.C.E - Fav Boyz - Steve Aoki's Gold Star Remix	Steve Aoki	8 January 2021	3:50	25.3K	725	85	13	https://soundcloud.com/steveaoki/fav-boyz-feat-thutmose-steve-aokis-gold-star-remix?in=steveaoki/sets/fav-boyz-steve-aokis-gold-star
1_903	Tiësto & Justin Caruso - Feels So Good (ft Kelli-Leigh)	Together EP	Musical Freedom	26 April 2019	2:25	178K	4,220	736	161	https://soundcloud.com/musical-freedom/tiesto-justin-caruso-feels-so-good-ft-kelli-leigh?in=tiesto/sets/together-ep
4_904	Cahuita - Rainbow Dance	Fall Enjoyment pt.5	|Cahuita|	17 October 2013	4:40	7,837	131	18	14	https://soundcloud.com/cahuita/cahuita-rainbow-dance?in=egemannen/sets/fall-enjoyment-pt-5
7_905	Young Folks (Peter Bjorn & John Cover)	UNTITLED EP	City of the Sun	10 June 2017	4:44	66.4K	1,213	118	11	https://soundcloud.com/cityofthesun/young-folks-peter-bjorn-john-cover?in=cityofthesun/sets/untitled-ep
9_906	Steve Aoki - Ladi Dadi feat Wynter Gordon (Tommy Trash remix)	Steve Aoki - Ladi Dadi (Remixes)	Steve Aoki	10 January 2012	5:14	620K	5,828	1,079	128	https://soundcloud.com/steveaoki/steve-aoki-ladi-dadi-feat-5?in=steveaoki/sets/steve-aoki-ladi-dadi-remixes
5_907	A.C.E - Fav Boyz (Steve Aoki's Gold Star Remix)	A.C.E - Fav Boyz - Steve Aoki's Gold Star Remix	Steve Aoki	8 January 2021	3:50	14.8K	385	42	7	https://soundcloud.com/steveaoki/fav-boyz-steve-aokis-gold-star-remix?in=steveaoki/sets/fav-boyz-steve-aokis-gold-star
4_908	Shake Shake Go - England Skies (Anaa 'Bondi Beach' Remix)	Fall Enjoyment pt.5	MrRevillz	10 May 2015	3:49	196K	2,655	333	22	https://soundcloud.com/mrrevillz/shake-shake-go-england-skies-anaa-bondi-beach-remix?in=egemannen/sets/fall-enjoyment-pt-5
1_909	Tiësto & Dzeko - Halfway There (feat. Lena Leon)	Together EP	Musical Freedom	15 March 2019	3:15	259K	6,579	897	110	https://soundcloud.com/musical-freedom/tiesto-dzeko-halfway-there-feat-lena-leon?in=tiesto/sets/together-ep
6_910	BANKS - Beggin For Thread (Gryffin & Hotel Garuda Remix)	Deep House 2014 (Top 40)	Gryffin	20 October 2014	4:04	21.1M	326K	49.8K	3,056	https://soundcloud.com/gryffinofficial/banks-beggin-for-thread-gryffin-hotel-garuda-remix?in=officialdigitalrecords/sets/deep-house-2014-top-20
5_911	A.C.E - Fav Boyz (Steve Aoki's Gold Star Remix) [Instrumental]	A.C.E - Fav Boyz - Steve Aoki's Gold Star Remix	Steve Aoki	8 January 2021	3:50	12.8K	221	23	3	https://soundcloud.com/steveaoki/fav-boyz-steve-aokis-gold-star-remix-instrumental?in=steveaoki/sets/fav-boyz-steve-aokis-gold-star
7_912	Sugar	UNTITLED EP	City of the Sun	24 February 2017	3:54	33.9K	545	43	3	https://soundcloud.com/cityofthesun/sugar?in=cityofthesun/sets/untitled-ep
9_913	Skinny Love	3.20.15	OfficialBirdy	4 November 2011	0:30	29.1M	282K	43.2K	0	https://soundcloud.com/officialbirdy/birdy-skinny-love?in=coreycouturier/sets/3-20-15
7_914	Standing Rock	UNTITLED EP	City of the Sun	11 December 2017	4:13	21.4K	344	21	6	https://soundcloud.com/cityofthesun/standing-rock?in=cityofthesun/sets/untitled-ep
5_915	Từ đó - Đông Hùng	HÃY YÊU NHAU ĐI VTV3 - OST	Hoang Anh Minh	26 September 2021	3:21	85	2	54	0	https://soundcloud.com/hoang-anh-minh/xe-dap-1?in=hoang-anh-minh/sets/h-y-y-u-nhau-i-vtv3-ost
9_916	Birdy - The A Team (Ed Sheeran Cover)	3.20.15	Sterra Righea	11 April 2013	5:12	559K	4,838	397	30	https://soundcloud.com/sterrarighea/birdy-the-a-team-ed-sheeran?in=coreycouturier/sets/3-20-15
6_917	Bob Sinclar - Back Again	Deep House 2014 (Top 40)	Toolroom Records	8 August 2014	2:36	197K	3,847	939	86	https://soundcloud.com/toolroomrecords/bob-sinclar-back-again?in=officialdigitalrecords/sets/deep-house-2014-top-20
3_918	Tiësto - Live at Ultra 2016	Tiësto Live Sets	Tiësto	31 March 2016	1:31:20	1.12M	26.3K	3,540	462	https://soundcloud.com/tiesto/tiesto-live-at-ultra-2016?in=tiesto/sets/tiesto-live
5_919	Xe đạp - Đinh Mạnh Ninh feat Hương Linh	HÃY YÊU NHAU ĐI VTV3 - OST	Hoang Anh Minh	26 September 2021	4:32	129	3	54	0	https://soundcloud.com/hoang-anh-minh/xe-dap?in=hoang-anh-minh/sets/h-y-y-u-nhau-i-vtv3-ost
1_920	Tiësto & Mesto - Can’t Get Enough	Together EP	Musical Freedom	29 March 2019	2:46	333K	8,895	1,214	192	https://soundcloud.com/musical-freedom/tiesto-mesto-cant-get-it-enough?in=tiesto/sets/together-ep
9_921	Station	3.20.15	Låpsley	4 March 2016	4:10	1.52M	21.1K	5,360	0	https://soundcloud.com/hollylapsleyfletcher/station?in=coreycouturier/sets/3-20-15
7_922	Michael Brun x Roy English - Tongue Tied July (Cathleen Cher Remix)	Wiggle	cathleencher	14 November 2015	3:43	149K	2,230	292	45	https://soundcloud.com/cathleencher/michael-brun-x-roy-english-tongue-tied-july-cathleen-cher-remix?in=ch-nge/sets/wiggle
5_923	Có em là nhà - Gigi Hương Giang	HÃY YÊU NHAU ĐI VTV3 - OST	Hoang Anh Minh	26 September 2021	3:35	524	10	54	0	https://soundcloud.com/hoang-anh-minh/co-em-la-nha-gigi-huong-giang?in=hoang-anh-minh/sets/h-y-y-u-nhau-i-vtv3-ost
2_924	5:32PM (Now on Spotify and Itunes)	feels	The Deli	24 July 2014	2:16	5.76M	70.8K	4,664	889	https://soundcloud.com/the-deli/532pm?in=awk-v/sets/feels
6_925	Maya Jane Coles : Something In The Air - Bonobo Remix	Deep House 2014 (Top 40)	bonobo	21 February 2014	6:07	1.79M	37.2K	7,689	728	https://soundcloud.com/bonobo/mjc?in=officialdigitalrecords/sets/deep-house-2014-top-20
7_926	Candyland - Speechless ft. RKCB	Wiggle	Candyland	5 November 2015	3:14	304K	6,973	1,479	62	https://soundcloud.com/candylanddjs/candyland-speechless-ft-rkcb-1?in=ch-nge/sets/wiggle
5_927	Cô gái đến từ hôm qua - Văn Mai Hương	HÃY YÊU NHAU ĐI VTV3 - OST	Hoang Anh Minh	26 September 2021	3:19	111	4	54	2	https://soundcloud.com/hoang-anh-minh/co-gai-den-tu-hom-qua-van-mai-huong?in=hoang-anh-minh/sets/h-y-y-u-nhau-i-vtv3-ost
3_928	Tiësto - Live at Tomorrowland 2015	Tiësto Live Sets	Tiësto	12 August 2015	59:41	814K	19.9K	2,142	282	https://soundcloud.com/tiesto/tiesto-live-tomorrowland-2015?in=tiesto/sets/tiesto-live
